,Airline,Source,Destination,Price,Day_of_Journey,Month_of_Journey,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Duration_Hours,Duration_Minutes,No_of_stops,Cochin,Delhi,Hyderabad,Kolkata,New Delhi,Chennai,Delhi,Kolkata,Mumbai,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Vistara,Airline_Vistara Premium economy
1227,Air India,Delhi,Cochin,6902,21,3,9,0,19,15,10,15,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1228,IndiGo,Banglore,Delhi,3943,1,6,4,0,6,50,2,50,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1229,Air India,Delhi,Cochin,7480,12,6,12,30,9,25,20,55,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1230,IndiGo,Chennai,Kolkata,6297,12,3,7,55,10,15,2,20,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1231,Air India,Kolkata,Banglore,6117,6,6,19,0,11,5,16,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1232,Multiple carriers,Delhi,Cochin,7997,18,5,11,25,19,15,7,50,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1233,Jet Airways,Delhi,Cochin,12242,27,3,21,50,4,25,6,35,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1234,Multiple carriers,Delhi,Cochin,6795,12,6,17,45,1,30,7,45,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1235,Multiple carriers,Delhi,Cochin,10529,15,5,7,30,19,0,11,30,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1236,Multiple carriers,Delhi,Cochin,6732,27,3,11,30,19,15,7,45,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1237,Air India,Mumbai,Hyderabad,17327,6,3,21,10,16,55,4,15,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1238,Jet Airways,Delhi,Cochin,10909,9,4,5,30,19,0,13,30,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1239,Air Asia,Delhi,Cochin,6451,27,4,20,45,7,10,10,25,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1240,Air India,Delhi,Cochin,7934,21,3,10,0,19,15,9,15,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1241,IndiGo,Banglore,Delhi,4823,1,5,7,10,10,5,2,55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1242,Jet Airways,Delhi,Cochin,15129,6,5,5,30,4,25,22,55,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1243,GoAir,Delhi,Cochin,6195,21,5,10,35,19,35,9,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1244,Jet Airways,Mumbai,Hyderabad,3210,15,5,2,55,4,20,1,25,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1245,SpiceJet,Kolkata,Banglore,3841,27,6,9,0,11,25,2,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1246,IndiGo,Banglore,New Delhi,6860,3,3,20,0,22,55,2,55,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1247,Air India,Delhi,Cochin,6094,27,5,5,10,8,0,2,50,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1248,Air India,Delhi,Cochin,4487,6,4,6,5,9,25,27,20,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1249,Vistara,Mumbai,Hyderabad,12080,12,3,8,45,22,55,14,10,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1250,Air India,Kolkata,Banglore,14120,6,5,16,45,12,0,19,15,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1251,Jet Airways,Delhi,Cochin,15129,18,5,19,10,19,0,23,50,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1252,Jet Airways,Mumbai,Hyderabad,5678,18,5,2,55,4,20,1,25,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1253,Air India,Banglore,New Delhi,6781,3,3,8,15,23,10,14,55,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1254,IndiGo,Kolkata,Banglore,4804,21,6,22,15,0,50,2,35,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1255,IndiGo,Kolkata,Banglore,6985,24,3,22,10,0,55,2,45,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1256,IndiGo,Banglore,Delhi,4591,27,4,1,30,4,15,2,45,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1257,Air India,Kolkata,Banglore,10676,12,5,12,0,7,55,19,55,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1258,IndiGo,Mumbai,Hyderabad,4784,3,3,6,20,7,45,1,25,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1259,Jet Airways,Banglore,Delhi,6478,27,6,7,10,10,10,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1260,Jet Airways,Delhi,Cochin,10262,6,6,16,0,4,25,12,25,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1261,Jet Airways,Mumbai,Hyderabad,4995,21,6,8,45,10,15,1,30,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1262,Jet Airways,Kolkata,Banglore,13731,6,6,20,0,4,40,8,40,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1263,Jet Airways,Kolkata,Banglore,14178,24,5,6,30,9,20,26,50,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1264,IndiGo,Kolkata,Banglore,5069,6,5,8,10,13,0,4,50,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1265,Multiple carriers,Delhi,Cochin,13727,9,5,14,0,21,0,7,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1266,Vistara,Kolkata,Banglore,8452,1,5,7,10,9,5,25,55,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1267,IndiGo,Kolkata,Banglore,4150,24,3,4,15,9,50,5,35,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1268,IndiGo,Chennai,Kolkata,8580,1,3,7,55,10,15,2,20,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1269,Vistara,Kolkata,Banglore,8610,6,6,7,10,20,20,13,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1270,Jet Airways,Kolkata,Banglore,9663,9,6,18,55,4,40,9,45,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1271,Air India,Delhi,Cochin,9653,27,6,19,45,19,15,23,30,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1272,IndiGo,Mumbai,Hyderabad,2227,18,3,20,5,21,35,1,30,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1273,Air India,Banglore,Delhi,5176,3,4,17,0,19,45,2,45,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1274,Jet Airways,Delhi,Cochin,10262,9,6,7,5,4,25,21,20,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1275,Jet Airways,Delhi,Cochin,10577,9,6,19,15,4,25,9,10,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1276,Air India,Delhi,Cochin,8140,21,3,9,45,9,25,23,40,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1277,Air India,Kolkata,Banglore,8366,9,5,16,50,7,55,15,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1278,Multiple carriers,Delhi,Cochin,15147,6,3,7,30,15,30,8,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1279,Jet Airways,Delhi,Cochin,14714,6,6,2,15,19,0,16,45,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1280,Multiple carriers,Delhi,Cochin,8018,9,5,7,5,16,10,9,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1281,IndiGo,Mumbai,Hyderabad,5755,3,3,12,0,13,25,1,25,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1282,Jet Airways,Banglore,Delhi,5769,27,6,11,10,14,5,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1283,Air India,Banglore,Delhi,5176,3,4,13,20,16,10,2,50,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1284,Air India,Kolkata,Banglore,13227,1,5,9,50,8,55,23,5,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1285,IndiGo,Delhi,Cochin,7081,24,5,10,35,1,30,14,55,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1286,Air India,Kolkata,Banglore,14960,15,5,16,45,8,55,16,10,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1287,Air Asia,Kolkata,Banglore,6810,6,6,15,10,23,30,8,20,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1288,IndiGo,Kolkata,Banglore,4804,12,6,14,25,16,55,2,30,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1289,IndiGo,Kolkata,Banglore,4148,12,3,14,20,16,55,2,35,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1290,Jet Airways,Delhi,Cochin,15129,9,5,5,30,19,0,13,30,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1291,Jet Airways,Delhi,Cochin,13014,24,6,5,30,19,0,13,30,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1292,IndiGo,Kolkata,Banglore,4804,1,6,20,20,22,55,2,35,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1293,SpiceJet,Kolkata,Banglore,3841,21,5,22,20,0,40,2,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1294,Jet Airways,Kolkata,Banglore,14571,9,6,6,30,23,35,17,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1295,Jet Airways,Kolkata,Banglore,11134,24,3,16,55,23,25,6,30,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1296,Jet Airways,Kolkata,Banglore,12121,15,5,9,35,21,5,11,30,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1297,Jet Airways,Kolkata,Banglore,13626,12,6,14,5,20,45,6,40,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1298,Jet Airways,Kolkata,Banglore,14781,1,5,14,5,23,35,9,30,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1299,Jet Airways,Banglore,Delhi,8016,1,6,8,20,11,20,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1300,SpiceJet,Banglore,Delhi,3311,27,5,21,10,0,5,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1301,SpiceJet,Banglore,Delhi,3625,24,6,9,30,12,20,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1302,Jet Airways,Delhi,Cochin,15400,3,3,9,0,18,50,9,50,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1303,Jet Airways,Kolkata,Banglore,9314,1,5,20,25,18,0,21,35,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1304,Jet Airways,Kolkata,Banglore,8586,21,5,21,10,4,40,7,30,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1305,Jet Airways,Banglore,New Delhi,12284,18,3,8,55,18,25,9,30,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1306,Multiple carriers,Delhi,Cochin,15147,6,3,15,15,1,35,10,20,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1307,Multiple carriers,Delhi,Cochin,8099,21,5,9,15,19,15,10,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1308,Air India,Mumbai,Hyderabad,3100,18,6,19,30,20,45,1,15,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1309,Jet Airways,Delhi,Cochin,11848,9,3,19,45,4,25,8,40,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1310,SpiceJet,Kolkata,Banglore,3841,27,5,9,0,11,25,2,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1311,Air India,Delhi,Cochin,9653,27,5,12,0,19,15,7,15,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1312,Air India,Kolkata,Banglore,7662,24,5,9,50,21,5,11,15,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1313,IndiGo,Delhi,Cochin,12214,3,3,7,20,12,30,5,10,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1314,Air India,Kolkata,Banglore,9416,24,5,12,0,7,55,19,55,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1315,IndiGo,Delhi,Cochin,6818,6,6,5,5,12,10,7,5,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1316,Multiple carriers,Delhi,Cochin,7038,6,6,7,10,22,30,15,20,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1317,Air India,Delhi,Cochin,7480,1,6,5,15,6,50,25,35,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1318,Multiple carriers,Delhi,Cochin,7215,21,3,11,40,21,0,9,20,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1319,IndiGo,Delhi,Cochin,5883,6,6,10,35,1,30,14,55,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1320,Air India,Delhi,Cochin,9653,27,6,12,0,7,40,19,40,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1321,IndiGo,Delhi,Cochin,6442,12,6,8,35,22,30,13,55,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1322,Jet Airways,Delhi,Cochin,12898,3,6,21,50,4,25,6,35,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1323,Air India,Kolkata,Banglore,4145,1,6,20,45,23,20,2,35,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1324,Jet Airways,Mumbai,Hyderabad,2228,24,3,15,50,17,20,1,30,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1325,Jet Airways,Delhi,Cochin,10262,27,6,20,55,19,0,22,5,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1326,Air India,Kolkata,Banglore,14508,6,5,7,0,10,0,27,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1327,Air India,Delhi,Cochin,8708,21,3,13,20,19,15,29,55,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1328,Air India,Delhi,Cochin,13591,27,6,20,15,19,15,23,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1329,Jet Airways,Mumbai,Hyderabad,4995,27,5,7,5,8,30,1,25,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1330,IndiGo,Mumbai,Hyderabad,3175,9,6,16,55,18,25,1,30,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1331,SpiceJet,Chennai,Kolkata,3597,24,5,17,45,20,5,2,20,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1332,Multiple carriers,Delhi,Cochin,15058,3,6,7,5,19,15,12,10,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1333,Air Asia,Delhi,Cochin,6451,27,4,7,55,22,25,14,30,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1334,Jet Airways,Kolkata,Banglore,9314,1,5,9,35,9,45,24,10,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1335,Jet Airways,Kolkata,Banglore,10844,6,5,8,25,16,20,7,55,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1336,GoAir,Delhi,Cochin,6276,9,6,7,30,13,35,6,5,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1337,IndiGo,Banglore,New Delhi,6144,3,3,0,40,3,25,2,45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1338,Multiple carriers,Delhi,Cochin,9794,9,5,6,0,19,0,13,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1339,Multiple carriers,Delhi,Cochin,7787,9,5,6,40,19,15,12,35,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1340,IndiGo,Delhi,Cochin,14871,3,3,4,45,11,30,6,45,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1341,Jet Airways,Delhi,Cochin,10368,6,6,5,30,4,25,22,55,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1342,Jet Airways,Kolkata,Banglore,10844,1,5,8,25,18,15,9,50,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1343,Air Asia,Kolkata,Banglore,4384,6,3,19,35,22,5,2,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1344,SpiceJet,Kolkata,Banglore,3873,15,4,6,55,9,30,2,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1345,IndiGo,Chennai,Kolkata,4332,3,5,11,35,14,0,2,25,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1346,Air India,Banglore,New Delhi,6824,21,3,8,50,23,15,14,25,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1347,Jet Airways,Delhi,Cochin,9412,27,3,17,35,4,25,10,50,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1348,Multiple carriers,Delhi,Cochin,6673,27,3,8,0,15,30,7,30,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1349,Jet Airways,Delhi,Cochin,19828,3,3,11,30,4,25,16,55,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1350,Jet Airways,Kolkata,Banglore,10844,15,5,16,30,12,0,19,30,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1351,Jet Airways,Banglore,Delhi,7229,24,4,18,55,22,0,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1352,Air India,Banglore,New Delhi,12526,1,3,13,20,16,10,2,50,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1353,Air India,Delhi,Cochin,7258,27,5,17,40,9,35,15,55,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1354,Multiple carriers,Delhi,Cochin,8405,18,5,11,40,1,30,13,50,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1355,Jet Airways,Banglore,New Delhi,36235,1,3,14,5,21,20,7,15,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1356,Multiple carriers,Delhi,Cochin,6838,21,3,19,0,1,35,6,35,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1357,Vistara,Banglore,New Delhi,8553,3,3,19,40,22,20,2,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1358,Jet Airways,Banglore,Delhi,7229,9,6,17,45,20,45,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1359,Vistara Premium economy,Banglore,Delhi,5969,6,4,11,30,14,20,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1360,IndiGo,Mumbai,Hyderabad,2754,3,6,1,40,3,10,1,30,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1361,IndiGo,Banglore,Delhi,3943,3,5,0,30,3,25,2,55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1362,Jet Airways,Delhi,Cochin,5406,6,4,7,5,12,35,5,30,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1363,Air India,Delhi,Cochin,8372,3,6,19,0,7,40,12,40,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1364,Jet Airways,Delhi,Cochin,15129,18,5,9,40,19,0,9,20,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1365,Air India,Delhi,Cochin,8245,21,3,17,15,19,15,26,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1366,Jet Airways,Delhi,Cochin,13376,15,6,6,45,4,25,21,40,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1367,Multiple carriers,Delhi,Cochin,7740,18,5,7,10,22,30,15,20,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1368,Air India,Delhi,Cochin,12777,6,6,17,15,19,15,26,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1369,Multiple carriers,Delhi,Cochin,7695,21,3,15,15,1,35,10,20,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1370,Jet Airways,Delhi,Cochin,16704,18,5,13,25,12,35,23,10,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1371,Vistara,Banglore,Delhi,4668,6,5,11,30,14,20,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1372,Vistara,Kolkata,Banglore,14360,24,3,17,0,22,55,5,55,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1373,SpiceJet,Banglore,Delhi,3971,6,5,9,30,12,20,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1374,Jet Airways,Kolkata,Banglore,14571,9,6,8,25,19,50,11,25,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1375,Vistara,Banglore,New Delhi,9918,9,3,11,30,14,10,2,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1376,SpiceJet,Kolkata,Banglore,9946,9,6,11,15,18,30,7,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1377,Jet Airways,Delhi,Cochin,14053,9,3,15,5,4,25,13,20,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1378,Air India,Mumbai,Hyderabad,17926,6,3,11,35,19,25,31,50,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1379,SpiceJet,Kolkata,Banglore,4174,24,5,17,10,19,40,2,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1380,Multiple carriers,Delhi,Cochin,6197,27,3,7,10,21,20,14,10,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1381,Air India,Banglore,Delhi,6121,1,5,21,5,23,55,2,50,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1382,Multiple carriers,Delhi,Cochin,7530,3,6,17,45,1,30,7,45,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1383,IndiGo,Delhi,Cochin,6838,3,6,4,55,21,0,16,5,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1384,Multiple carriers,Delhi,Cochin,13587,27,5,9,0,21,0,12,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1385,Jet Airways,Delhi,Cochin,13292,9,6,9,35,12,35,27,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1386,Multiple carriers,Delhi,Cochin,7878,3,6,7,10,16,10,9,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1387,Jet Airways,Kolkata,Banglore,8586,18,5,21,10,4,40,7,30,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1388,Jet Airways,Banglore,Delhi,7229,9,5,7,10,10,10,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1389,Jet Airways,Kolkata,Banglore,6812,6,6,16,30,4,40,12,10,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1390,Jet Airways,Delhi,Cochin,13014,1,6,9,40,12,35,26,55,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1391,IndiGo,Banglore,New Delhi,4777,9,3,21,20,0,15,2,55,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1392,Jet Airways,Delhi,Cochin,12898,27,5,9,0,4,25,19,25,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1393,SpiceJet,Kolkata,Banglore,3873,24,5,22,20,0,40,2,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1394,IndiGo,Banglore,Delhi,4823,1,4,20,0,22,50,2,50,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1395,GoAir,Banglore,Delhi,3898,24,4,11,40,14,30,2,50,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1396,Air India,Delhi,Cochin,14483,9,3,5,55,7,40,25,45,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1397,Jet Airways,Kolkata,Banglore,8586,15,5,14,5,23,35,9,30,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1398,Vistara,Banglore,Delhi,4668,24,6,9,45,12,35,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1399,IndiGo,Banglore,Delhi,3943,12,6,23,30,2,20,2,50,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1400,Jet Airways,Kolkata,Banglore,10844,24,5,20,0,19,50,23,50,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
